car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,age_band,km_band,price_lakh
Ford Aspire,Ford,Aspire,3,21450,Dealer,Petrol,Manual,18.16,1196,86.8,5,585000,3-5 years,20-50K,5.85
Volkswagen Vento,Volkswagen,Vento,2,10000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,1150000,0-2 years,0-20K,11.5
Hyundai Creta,Hyundai,Creta,5,57000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1075000,3-5 years,50-100K,10.75
Volkswagen Vento,Volkswagen,Vento,7,72806,Dealer,Diesel,Manual,20.34,1498,103.2,5,611000,6-8 years,50-100K,6.11
Hyundai Grand,Hyundai,Grand,5,40000,Individual,Petrol,Manual,18.9,1197,82.0,5,400000,3-5 years,20-50K,4.0
Hyundai i20,Hyundai,i20,4,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,700000,3-5 years,20-50K,7.0
Honda City,Honda,City,4,25000,Individual,Petrol,Automatic,18.0,1497,117.3,5,1100000,3-5 years,20-50K,11.0
Hyundai Creta,Hyundai,Creta,4,43000,Dealer,Petrol,Manual,13.0,1591,121.3,5,1050000,3-5 years,20-50K,10.5
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,72000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1400000,9-12 years,50-100K,14.0
Hyundai Verna,Hyundai,Verna,4,40728,Dealer,Diesel,Manual,22.0,1582,126.2,5,850000,3-5 years,20-50K,8.5
Hyundai Verna,Hyundai,Verna,14,82000,Dealer,Petrol,Manual,13.9,1599,103.2,5,245000,13+ years,50-100K,2.45
Maruti Swift,Maruti,Swift,11,107600,Dealer,Diesel,Manual,17.8,1248,75.0,5,400000,9-12 years,100-150K,4.0
Mahindra Bolero,Mahindra,Bolero,6,56453,Dealer,Diesel,Manual,13.6,2523,63.0,7,650000,6-8 years,50-100K,6.5
Hyundai i20,Hyundai,i20,11,97845,Dealer,Diesel,Manual,21.27,1396,88.76,5,320000,9-12 years,50-100K,3.2
Maruti Wagon R,Maruti,Wagon R,7,25932,Dealer,Petrol,Manual,21.79,998,67.05,5,382000,6-8 years,20-50K,3.82
Tata Tiago,Tata,Tiago,4,32000,Dealer,Petrol,Manual,23.84,1199,84.0,5,480000,3-5 years,20-50K,4.8
Maruti Swift,Maruti,Swift,13,110000,Individual,Diesel,Manual,17.8,1248,75.0,5,220000,13+ years,100-150K,2.2
Volkswagen Vento,Volkswagen,Vento,10,58733,Dealer,Diesel,Manual,20.54,1598,103.6,5,385000,9-12 years,50-100K,3.85
Ford Ecosport,Ford,Ecosport,4,43000,Dealer,Petrol,Automatic,14.7,1496,120.69,5,730000,3-5 years,20-50K,7.3
Ford Figo,Ford,Figo,10,68000,Individual,Diesel,Manual,20.0,1399,68.0,5,230000,9-12 years,50-100K,2.3
Honda Amaze,Honda,Amaze,6,67500,Dealer,Petrol,Manual,18.0,1198,86.7,5,500000,6-8 years,50-100K,5.0
Hyundai Verna,Hyundai,Verna,11,140000,Individual,Diesel,Manual,16.2,1493,110.0,5,350000,9-12 years,100-150K,3.5
Volkswagen Polo,Volkswagen,Polo,5,65067,Dealer,Petrol,Automatic,17.21,1197,103.5,5,723000,3-5 years,50-100K,7.23
Hyundai Verna,Hyundai,Verna,5,32615,Dealer,Diesel,Manual,23.9,1582,126.2,5,850000,3-5 years,20-50K,8.5
Renault Duster,Renault,Duster,8,70000,Individual,Diesel,Manual,19.01,1461,108.45,5,400000,6-8 years,50-100K,4.0
Renault KWID,Renault,KWID,1,3960,Dealer,Petrol,Automatic,22.0,999,67.0,5,550000,0-2 years,0-20K,5.5
Volkswagen Vento,Volkswagen,Vento,8,114000,Dealer,Diesel,Manual,20.54,1598,103.6,5,425000,6-8 years,100-150K,4.25
Maruti Alto,Maruti,Alto,11,80000,Individual,Petrol,Manual,19.7,796,46.3,5,170000,9-12 years,50-100K,1.7
Maruti Alto,Maruti,Alto,4,80000,Individual,Petrol,Manual,24.7,796,47.3,5,280000,3-5 years,50-100K,2.8
Renault Duster,Renault,Duster,8,153000,Dealer,Diesel,Manual,19.01,1461,108.45,5,550000,6-8 years,150K+,5.5
Honda Jazz,Honda,Jazz,5,66325,Dealer,Diesel,Manual,27.3,1498,98.6,5,625000,3-5 years,50-100K,6.25
Honda City,Honda,City,7,63200,Dealer,Diesel,Manual,25.1,1498,98.6,5,785000,6-8 years,50-100K,7.85
Maruti Swift,Maruti,Swift,7,87832,Dealer,Diesel,Manual,25.2,1248,74.0,5,460000,6-8 years,50-100K,4.6
Maruti Ignis,Maruti,Ignis,4,54300,Dealer,Petrol,Manual,20.89,1197,81.8,5,525000,3-5 years,50-100K,5.25
Maruti Swift,Maruti,Swift,4,38991,Dealer,Diesel,Manual,25.2,1248,74.0,5,670000,3-5 years,20-50K,6.7
Hyundai Verna,Hyundai,Verna,3,5500,Dealer,Petrol,Manual,17.0,1591,121.3,5,1045000,3-5 years,0-20K,10.45
Maruti Ertiga,Maruti,Ertiga,7,76000,Individual,Petrol,Manual,16.02,1373,93.7,7,450000,6-8 years,50-100K,4.5
Maruti Vitara,Maruti,Vitara,3,45000,Individual,Diesel,Manual,24.3,1248,88.5,5,950000,3-5 years,20-50K,9.5
Maruti Celerio,Maruti,Celerio,8,26000,Dealer,Petrol,Automatic,23.1,998,67.04,5,450000,6-8 years,20-50K,4.5
Maruti Swift Dzire,Maruti,Swift Dzire,4,60000,Dealer,Diesel,Manual,26.59,1248,74.0,5,725000,3-5 years,50-100K,7.25
Datsun GO,Datsun,GO,3,30202,Individual,Petrol,Manual,20.62,1198,67.0,7,390000,3-5 years,20-50K,3.9
Maruti Swift Dzire,Maruti,Swift Dzire,10,73704,Dealer,Diesel,Manual,23.4,1248,74.0,5,380000,9-12 years,50-100K,3.8
Maruti Alto,Maruti,Alto,11,98499,Dealer,Petrol,Manual,19.7,796,46.3,5,185000,9-12 years,50-100K,1.85
Maruti Wagon R,Maruti,Wagon R,4,19971,Dealer,Petrol,Automatic,21.79,998,67.05,5,450000,3-5 years,0-20K,4.5
Maruti Swift,Maruti,Swift,2,20000,Dealer,Petrol,Manual,22.0,1197,81.8,5,625000,0-2 years,0-20K,6.25
Mahindra Bolero,Mahindra,Bolero,5,76000,Dealer,Diesel,Manual,13.6,2523,63.0,9,590000,3-5 years,50-100K,5.9
Maruti Ertiga,Maruti,Ertiga,4,65000,Individual,Diesel,Manual,24.52,1248,88.5,7,950000,3-5 years,50-100K,9.5
Maruti Alto,Maruti,Alto,6,70000,Individual,Petrol,Manual,22.74,796,47.3,5,300000,6-8 years,50-100K,3.0
Hyundai Grand,Hyundai,Grand,4,50000,Dealer,Petrol,Manual,18.9,1197,81.86,5,425000,3-5 years,20-50K,4.25
Hyundai Verna,Hyundai,Verna,9,97000,Dealer,Diesel,Automatic,22.32,1582,126.3,5,480000,9-12 years,50-100K,4.8
Renault KWID,Renault,KWID,4,34000,Dealer,Petrol,Automatic,24.04,999,67.0,5,395000,3-5 years,20-50K,3.95
Maruti Swift,Maruti,Swift,4,91000,Dealer,Diesel,Manual,28.4,1248,74.0,5,725000,3-5 years,50-100K,7.25
Hyundai Grand,Hyundai,Grand,7,39000,Individual,Petrol,Manual,18.9,1197,82.0,5,410000,6-8 years,20-50K,4.1
Volkswagen Vento,Volkswagen,Vento,7,32000,Dealer,Diesel,Manual,20.34,1498,103.2,5,725000,6-8 years,20-50K,7.25
Hyundai Creta,Hyundai,Creta,3,40000,Individual,Diesel,Manual,21.38,1396,88.7,5,911000,3-5 years,20-50K,9.11
Maruti Swift Dzire,Maruti,Swift Dzire,6,63348,Dealer,Diesel,Manual,19.3,1248,73.9,5,650000,6-8 years,50-100K,6.5
Mahindra XUV500,Mahindra,XUV500,5,143210,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1275000,3-5 years,100-150K,12.75
Maruti Swift Dzire,Maruti,Swift Dzire,10,80000,Individual,Petrol,Manual,17.5,1298,85.8,5,310000,9-12 years,50-100K,3.1
Maruti Swift Dzire,Maruti,Swift Dzire,4,115000,Individual,Diesel,Manual,28.4,1248,74.02,5,600000,3-5 years,100-150K,6.0
Hyundai i20,Hyundai,i20,8,63000,Dealer,Diesel,Manual,21.9,1396,88.76,5,465000,6-8 years,50-100K,4.65
Honda Amaze,Honda,Amaze,2,10250,Dealer,Petrol,Manual,19.5,1199,88.76,5,680000,0-2 years,0-20K,6.8
Maruti Swift,Maruti,Swift,6,50000,Dealer,Petrol,Manual,22.0,1197,81.8,5,475000,6-8 years,20-50K,4.75
Hyundai Verna,Hyundai,Verna,11,122661,Individual,Petrol,Manual,16.2,1599,103.2,5,150000,9-12 years,100-150K,1.5
Maruti Wagon R,Maruti,Wagon R,4,28500,Dealer,Petrol,Automatic,20.51,998,67.0,5,525000,3-5 years,20-50K,5.25
Mahindra XUV500,Mahindra,XUV500,3,40000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1580000,3-5 years,20-50K,15.8
Mahindra XUV300,Mahindra,XUV300,2,15000,Individual,Petrol,Manual,17.0,1197,108.6,5,1000000,0-2 years,0-20K,10.0
BMW 5,BMW,5,8,33000,Dealer,Diesel,Automatic,17.09,1995,218.0,5,2500000,6-8 years,20-50K,25.0
Maruti Wagon R,Maruti,Wagon R,5,63359,Dealer,Petrol,Automatic,20.51,998,67.0,5,360000,3-5 years,50-100K,3.6
Volkswagen Vento,Volkswagen,Vento,4,90000,Dealer,Diesel,Manual,20.34,1498,103.2,5,725000,3-5 years,50-100K,7.25
Toyota Innova,Toyota,Innova,6,78000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1020000,6-8 years,50-100K,10.2
Hyundai Verna,Hyundai,Verna,8,113000,Dealer,Diesel,Manual,22.32,1582,126.32,5,630000,6-8 years,100-150K,6.3
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,14,52487,Dealer,Diesel,Automatic,11.0,2987,198.5,5,1050000,13+ years,50-100K,10.5
Hyundai i20,Hyundai,i20,6,41139,Individual,Diesel,Manual,22.54,1396,88.73,5,700000,6-8 years,20-50K,7.0
Hyundai i20,Hyundai,i20,8,191542,Dealer,Diesel,Manual,21.9,1396,88.76,5,300000,6-8 years,150K+,3.0
Ford Ecosport,Ford,Ecosport,5,60000,Individual,Diesel,Manual,22.77,1498,98.59,5,700000,3-5 years,50-100K,7.0
Mahindra XUV500,Mahindra,XUV500,9,82164,Dealer,Diesel,Manual,15.1,2179,140.0,7,780000,9-12 years,50-100K,7.8
Maruti Swift,Maruti,Swift,5,49000,Dealer,Petrol,Manual,20.4,1197,83.11,5,500000,3-5 years,20-50K,5.0
Hyundai i20,Hyundai,i20,9,100000,Individual,Petrol,Manual,17.0,1197,80.0,5,360000,9-12 years,50-100K,3.6
Mahindra Marazzo,Mahindra,Marazzo,3,35000,Individual,Diesel,Manual,17.3,1497,121.0,8,1200000,3-5 years,20-50K,12.0
Volkswagen Vento,Volkswagen,Vento,7,90000,Individual,Petrol,Manual,15.04,1598,103.2,5,400000,6-8 years,50-100K,4.0
Renault Duster,Renault,Duster,6,80000,Individual,Diesel,Manual,20.45,1461,83.8,5,630000,6-8 years,50-100K,6.3
BMW 3,BMW,3,12,81297,Dealer,Diesel,Automatic,16.07,1995,181.0,5,1000000,9-12 years,50-100K,10.0
Hyundai Grand,Hyundai,Grand,3,43000,Dealer,Diesel,Manual,24.0,1186,73.97,5,370000,3-5 years,20-50K,3.7
Mini Cooper,Mini,Cooper,8,40000,Dealer,Diesel,Automatic,23.8,1998,112.0,5,1800000,6-8 years,20-50K,18.0
BMW 7,BMW,7,15,99900,Dealer,Petrol,Automatic,8.45,2979,321.0,5,925000,13+ years,50-100K,9.25
BMW 7,BMW,7,4,50000,Dealer,Diesel,Automatic,16.77,2993,261.49,5,6750000,3-5 years,20-50K,67.5
Ford Figo,Ford,Figo,9,63000,Dealer,Diesel,Manual,20.0,1399,68.05,5,210000,9-12 years,50-100K,2.1
Maruti Alto,Maruti,Alto,2,10000,Individual,Petrol,Manual,23.95,998,67.05,5,373000,0-2 years,0-20K,3.73
Maruti Swift Dzire,Maruti,Swift Dzire,3,33000,Dealer,Petrol,Manual,21.21,1197,81.8,5,655000,3-5 years,20-50K,6.55
Mahindra Scorpio,Mahindra,Scorpio,7,120000,Individual,Diesel,Automatic,11.79,2179,120.0,8,700000,6-8 years,100-150K,7.0
Mahindra Scorpio,Mahindra,Scorpio,18,198565,Individual,Diesel,Manual,10.5,2179,120.0,8,150000,13+ years,150K+,1.5
Maruti Alto,Maruti,Alto,7,60000,Individual,Petrol,Manual,23.95,998,67.05,5,295000,6-8 years,50-100K,2.95
Tata Tiago,Tata,Tiago,3,16000,Dealer,Petrol,Manual,23.84,1199,84.0,5,525000,3-5 years,0-20K,5.25
Hyundai Creta,Hyundai,Creta,2,40000,Individual,Petrol,Automatic,13.0,1591,121.3,5,1280000,0-2 years,20-50K,12.8
Renault KWID,Renault,KWID,4,16303,Dealer,Petrol,Manual,25.17,799,53.3,5,350000,3-5 years,0-20K,3.5
Honda WR-V,Honda,WR-V,3,29307,Dealer,Diesel,Manual,25.5,1498,98.6,5,875000,3-5 years,20-50K,8.75
Mahindra XUV500,Mahindra,XUV500,2,99000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1175000,0-2 years,50-100K,11.75
Maruti Swift Dzire,Maruti,Swift Dzire,6,40000,Individual,Petrol,Manual,20.85,1197,83.14,5,400000,6-8 years,20-50K,4.0
BMW 3,BMW,3,5,13900,Dealer,Diesel,Automatic,22.69,1995,190.0,5,2300000,3-5 years,0-20K,23.0
Maruti Swift Dzire,Maruti,Swift Dzire,3,31000,Dealer,Petrol,Manual,21.21,1197,81.8,5,675000,3-5 years,20-50K,6.75
Maruti Ciaz,Maruti,Ciaz,5,68193,Dealer,Diesel,Manual,28.09,1248,88.5,5,760000,3-5 years,50-100K,7.6
Mahindra XUV500,Mahindra,XUV500,3,90000,Individual,Diesel,Manual,16.0,2179,140.0,7,1500000,3-5 years,50-100K,15.0
Maruti Wagon R,Maruti,Wagon R,4,35000,Dealer,Petrol,Manual,21.79,998,67.05,5,450000,3-5 years,20-50K,4.5
Maruti Baleno,Maruti,Baleno,5,45000,Dealer,Petrol,Manual,21.4,1197,83.1,5,610000,3-5 years,20-50K,6.1
Hyundai Verna,Hyundai,Verna,5,49349,Dealer,Diesel,Manual,24.8,1396,88.7,5,720000,3-5 years,20-50K,7.2
Honda City,Honda,City,5,88099,Dealer,Petrol,Manual,17.4,1497,117.6,5,620000,3-5 years,50-100K,6.2
Honda City,Honda,City,3,25000,Dealer,Petrol,Manual,17.4,1497,117.6,5,870000,3-5 years,20-50K,8.7
Maruti Wagon R,Maruti,Wagon R,9,59000,Dealer,Petrol,Manual,18.9,998,67.0,5,265000,9-12 years,50-100K,2.65
Maruti Wagon R,Maruti,Wagon R,15,75472,Dealer,Petrol,Manual,14.0,1061,64.0,5,170000,13+ years,50-100K,1.7
Hyundai Grand,Hyundai,Grand,3,7400,Individual,Diesel,Manual,24.0,1186,73.97,5,625000,3-5 years,0-20K,6.25
Maruti Baleno,Maruti,Baleno,1,10000,Individual,Petrol,Automatic,19.56,1197,81.8,5,825000,0-2 years,0-20K,8.25
Maruti Alto,Maruti,Alto,3,35000,Dealer,Petrol,Manual,24.7,796,47.3,5,320000,3-5 years,20-50K,3.2
Maruti Eeco,Maruti,Eeco,11,10000,Individual,Petrol,Manual,15.37,1196,73.0,5,208000,9-12 years,0-20K,2.08
Ford Aspire,Ford,Aspire,6,48015,Dealer,Diesel,Manual,25.83,1498,99.0,5,495000,6-8 years,20-50K,4.95
Toyota Innova,Toyota,Innova,2,32400,Dealer,Diesel,Manual,13.68,2393,147.51,7,1751000,0-2 years,20-50K,17.51
Maruti Swift,Maruti,Swift,3,46000,Dealer,Diesel,Manual,28.4,1248,74.0,5,825000,3-5 years,20-50K,8.25
Volkswagen Vento,Volkswagen,Vento,7,80000,Dealer,Petrol,Manual,15.04,1598,103.2,5,470000,6-8 years,50-100K,4.7
Toyota Innova,Toyota,Innova,12,220000,Individual,Diesel,Manual,12.8,2494,102.0,8,500000,9-12 years,150K+,5.0
Maruti Baleno,Maruti,Baleno,1,5000,Individual,Petrol,Manual,21.01,1197,81.8,5,557000,0-2 years,0-20K,5.57
BMW 3,BMW,3,2,10000,Individual,Diesel,Automatic,22.69,1995,190.0,5,4500000,0-2 years,0-20K,45.0
Maruti Eeco,Maruti,Eeco,1,2000,Dealer,Petrol,Manual,15.37,1196,73.0,5,437000,0-2 years,0-20K,4.37
Maruti Vitara,Maruti,Vitara,5,80000,Individual,Diesel,Manual,24.3,1248,88.5,5,624000,3-5 years,50-100K,6.24
Skoda Octavia,Skoda,Octavia,18,133000,Dealer,Diesel,Manual,18.7,1896,66.0,5,275000,13+ years,100-150K,2.75
Maruti Baleno,Maruti,Baleno,4,57241,Dealer,Diesel,Manual,27.39,1248,74.0,5,680000,3-5 years,50-100K,6.8
Hyundai Grand,Hyundai,Grand,3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5,500000,3-5 years,0-20K,5.0
BMW 5,BMW,5,10,89000,Individual,Diesel,Automatic,16.2,2993,258.0,5,2000000,9-12 years,50-100K,20.0
Jaguar XF,Jaguar,XF,5,39000,Dealer,Petrol,Automatic,10.8,1999,237.4,5,2950000,3-5 years,20-50K,29.5
Hyundai i20,Hyundai,i20,5,57437,Dealer,Diesel,Manual,22.54,1396,88.73,5,679000,3-5 years,50-100K,6.79
Maruti Swift Dzire,Maruti,Swift Dzire,6,140000,Individual,Diesel,Manual,26.59,1248,74.0,5,565000,6-8 years,100-150K,5.65
Honda WR-V,Honda,WR-V,4,40000,Individual,Diesel,Manual,25.5,1498,98.6,5,775000,3-5 years,20-50K,7.75
Volkswagen Polo,Volkswagen,Polo,6,96000,Individual,Diesel,Manual,20.14,1498,88.8,5,525000,6-8 years,50-100K,5.25
Volkswagen Polo,Volkswagen,Polo,4,20000,Individual,Diesel,Manual,20.14,1498,88.0,5,725000,3-5 years,0-20K,7.25
Maruti Wagon R,Maruti,Wagon R,9,58000,Dealer,Petrol,Manual,18.9,998,67.1,5,310000,9-12 years,50-100K,3.1
Mahindra Bolero,Mahindra,Bolero,4,120000,Individual,Diesel,Manual,15.96,2523,63.0,9,550000,3-5 years,100-150K,5.5
Volkswagen Vento,Volkswagen,Vento,5,72000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,735000,3-5 years,50-100K,7.35
Maruti Swift,Maruti,Swift,4,18600,Individual,Petrol,Manual,20.4,1197,81.8,5,562000,3-5 years,0-20K,5.62
Ford Ecosport,Ford,Ecosport,4,140000,Individual,Diesel,Manual,23.0,1498,98.96,5,800000,3-5 years,100-150K,8.0
Hyundai Creta,Hyundai,Creta,4,52300,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1325000,3-5 years,50-100K,13.25
Tata Tiago,Tata,Tiago,3,50000,Individual,Diesel,Manual,27.28,1047,69.0,5,450000,3-5 years,20-50K,4.5
Mahindra Scorpio,Mahindra,Scorpio,11,160000,Individual,Diesel,Manual,10.5,2609,120.0,7,300000,9-12 years,150K+,3.0
Toyota Innova,Toyota,Innova,6,86000,Dealer,Diesel,Manual,12.8,2494,102.0,7,1345000,6-8 years,50-100K,13.45
Mini Cooper,Mini,Cooper,7,51000,Dealer,Petrol,Automatic,19.23,1598,98.0,5,1800000,6-8 years,50-100K,18.0
Hyundai Creta,Hyundai,Creta,3,22000,Dealer,Petrol,Automatic,14.8,1591,121.3,5,1350000,3-5 years,20-50K,13.5
BMW X5,BMW,X5,11,96714,Dealer,Diesel,Automatic,11.0,2993,235.0,5,1375000,9-12 years,50-100K,13.75
Maruti Swift Dzire,Maruti,Swift Dzire,1,1000,Individual,Petrol,Manual,21.21,1197,81.8,5,775000,0-2 years,0-20K,7.75
Maruti Alto,Maruti,Alto,5,48000,Dealer,Petrol,Manual,23.95,998,67.05,5,311000,3-5 years,20-50K,3.11
Hyundai Grand,Hyundai,Grand,6,79225,Dealer,Diesel,Manual,24.0,1120,70.0,5,469000,6-8 years,50-100K,4.69
Hyundai i20,Hyundai,i20,2,5000,Individual,Petrol,Manual,18.6,1197,81.86,5,700000,0-2 years,0-20K,7.0
Toyota Innova,Toyota,Innova,7,71000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1050000,6-8 years,50-100K,10.5
Hyundai i10,Hyundai,i10,8,67000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,429000,6-8 years,50-100K,4.29
Toyota Innova,Toyota,Innova,9,35000,Individual,Diesel,Manual,12.8,2494,102.0,7,1175000,9-12 years,20-50K,11.75
Hyundai Grand,Hyundai,Grand,7,103431,Dealer,Diesel,Manual,24.0,1120,70.0,5,345000,6-8 years,100-150K,3.45
Ford Ecosport,Ford,Ecosport,4,43000,Dealer,Petrol,Automatic,14.8,1497,121.36,5,795000,3-5 years,20-50K,7.95
Maruti Swift Dzire,Maruti,Swift Dzire,8,56194,Dealer,Petrol,Manual,19.0,1197,85.8,5,430000,6-8 years,50-100K,4.3
Maruti Vitara,Maruti,Vitara,3,48622,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000,3-5 years,20-50K,8.5
Hyundai i20,Hyundai,i20,6,55000,Dealer,Petrol,Manual,18.6,1197,81.83,5,499000,6-8 years,50-100K,4.99
Maruti Wagon R,Maruti,Wagon R,4,33070,Dealer,Petrol,Manual,20.51,998,67.04,5,460000,3-5 years,20-50K,4.6
Mahindra XUV500,Mahindra,XUV500,8,90000,Individual,Diesel,Manual,15.1,2179,140.0,7,800000,6-8 years,50-100K,8.0
Skoda Rapid,Skoda,Rapid,9,66000,Dealer,Diesel,Manual,20.5,1598,103.5,5,450000,9-12 years,50-100K,4.5
Maruti Wagon R,Maruti,Wagon R,12,64321,Dealer,Petrol,Manual,21.79,998,67.05,5,235000,9-12 years,50-100K,2.35
Maruti Alto,Maruti,Alto,9,15000,Individual,Petrol,Manual,20.92,998,67.1,5,200000,9-12 years,0-20K,2.0
Toyota Fortuner,Toyota,Fortuner,9,60000,Individual,Diesel,Manual,13.0,2982,168.5,7,1260000,9-12 years,50-100K,12.6
Maruti Swift Dzire,Maruti,Swift Dzire,5,89000,Dealer,Diesel,Manual,26.59,1248,74.0,5,685000,3-5 years,50-100K,6.85
Maruti Swift Dzire,Maruti,Swift Dzire,6,43937,Dealer,Petrol,Manual,19.1,1197,85.8,5,570000,6-8 years,20-50K,5.7
Hyundai Verna,Hyundai,Verna,9,96888,Dealer,Diesel,Automatic,22.32,1582,126.3,5,550000,9-12 years,50-100K,5.5
Mahindra Bolero,Mahindra,Bolero,10,70000,Individual,Diesel,Manual,13.6,2523,63.0,7,400000,9-12 years,50-100K,4.0
Toyota Innova,Toyota,Innova,7,162000,Individual,Diesel,Manual,12.99,2494,100.6,7,750000,6-8 years,150K+,7.5
Toyota Yaris,Toyota,Yaris,3,12000,Dealer,Petrol,Manual,17.1,1496,105.5,5,1275000,3-5 years,0-20K,12.75
Ford Ecosport,Ford,Ecosport,2,57000,Individual,Diesel,Manual,23.0,1498,98.96,5,900000,0-2 years,50-100K,9.0
Mahindra Bolero,Mahindra,Bolero,4,60000,Individual,Diesel,Manual,15.96,2523,62.1,7,690000,3-5 years,50-100K,6.9
Hyundai i10,Hyundai,i10,10,67000,Dealer,Petrol,Manual,20.36,1197,78.9,5,325000,9-12 years,50-100K,3.25
Hyundai Verna,Hyundai,Verna,4,39000,Dealer,Petrol,Automatic,17.01,1591,121.3,5,790000,3-5 years,20-50K,7.9
Maruti Alto,Maruti,Alto,2,35000,Individual,Petrol,Manual,23.95,998,67.05,5,380000,0-2 years,20-50K,3.8
Mahindra Bolero,Mahindra,Bolero,4,50000,Dealer,Diesel,Manual,16.5,1493,70.0,7,775000,3-5 years,20-50K,7.75
Hyundai Creta,Hyundai,Creta,5,85000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1040000,3-5 years,50-100K,10.4
Skoda Octavia,Skoda,Octavia,11,300000,Individual,Diesel,Manual,18.7,1896,66.0,5,400000,9-12 years,150K+,4.0
Maruti Baleno,Maruti,Baleno,4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,548000,3-5 years,0-20K,5.48
Maruti Vitara,Maruti,Vitara,3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,920000,3-5 years,20-50K,9.2
Maruti Swift,Maruti,Swift,4,75823,Dealer,Diesel,Manual,28.4,1248,74.0,5,635000,3-5 years,50-100K,6.35
Hyundai i20,Hyundai,i20,4,89000,Dealer,Diesel,Manual,22.54,1396,88.73,5,690000,3-5 years,50-100K,6.9
Hyundai i20,Hyundai,i20,6,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,700000,6-8 years,50-100K,7.0
Volkswagen Polo,Volkswagen,Polo,7,60000,Individual,Petrol,Manual,16.47,1198,74.0,5,312000,6-8 years,50-100K,3.12
Maruti Ciaz,Maruti,Ciaz,4,38731,Dealer,Petrol,Manual,20.73,1373,91.1,5,765000,3-5 years,20-50K,7.65
Honda City,Honda,City,5,54000,Dealer,Diesel,Manual,26.0,1498,98.6,5,750000,3-5 years,50-100K,7.5
Maruti Swift,Maruti,Swift,3,39852,Dealer,Diesel,Manual,28.4,1248,74.0,5,725000,3-5 years,20-50K,7.25
Maruti Swift,Maruti,Swift,11,83000,Dealer,Petrol,Manual,16.1,1197,85.0,5,335000,9-12 years,50-100K,3.35
Maruti Vitara,Maruti,Vitara,4,32940,Dealer,Diesel,Manual,24.3,1248,88.5,5,875000,3-5 years,20-50K,8.75
Volkswagen Polo,Volkswagen,Polo,4,77000,Individual,Diesel,Manual,20.14,1498,88.0,5,600000,3-5 years,50-100K,6.0
Maruti Vitara,Maruti,Vitara,5,95500,Dealer,Diesel,Manual,24.3,1248,88.5,5,725000,3-5 years,50-100K,7.25
Hyundai i20,Hyundai,i20,6,80000,Individual,Diesel,Manual,22.54,1396,88.73,5,520000,6-8 years,50-100K,5.2
Toyota Innova,Toyota,Innova,7,56000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1020000,6-8 years,50-100K,10.2
Jeep Compass,Jeep,Compass,4,23450,Individual,Diesel,Manual,16.3,1956,170.0,5,1500000,3-5 years,20-50K,15.0
Maruti Swift,Maruti,Swift,5,80000,Individual,Petrol,Manual,21.21,1197,81.8,5,390000,3-5 years,50-100K,3.9
Maruti Baleno,Maruti,Baleno,2,20000,Individual,Diesel,Manual,27.39,1248,74.0,5,750000,0-2 years,0-20K,7.5
Maruti Celerio,Maruti,Celerio,6,48000,Dealer,Diesel,Manual,27.62,793,47.0,5,475000,6-8 years,20-50K,4.75
Honda City,Honda,City,2,20410,Dealer,Petrol,Manual,17.0,1497,118.0,5,1140000,0-2 years,20-50K,11.4
Tata Harrier,Tata,Harrier,2,13000,Dealer,Diesel,Manual,17.0,1956,138.1,5,1700000,0-2 years,0-20K,17.0
Maruti Ciaz,Maruti,Ciaz,5,77185,Dealer,Petrol,Manual,20.73,1373,91.1,5,600000,3-5 years,50-100K,6.0
Maruti Alto,Maruti,Alto,9,79433,Dealer,Petrol,Manual,23.95,998,67.05,5,273000,9-12 years,50-100K,2.73
Hyundai Grand,Hyundai,Grand,5,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,465000,3-5 years,20-50K,4.65
Honda Jazz,Honda,Jazz,3,68000,Individual,Diesel,Manual,27.3,1498,98.6,5,725000,3-5 years,50-100K,7.25
Tata Tiago,Tata,Tiago,3,30000,Individual,Petrol,Manual,23.84,1199,84.0,5,400000,3-5 years,20-50K,4.0
Hyundai Verna,Hyundai,Verna,3,20100,Individual,Diesel,Manual,22.0,1582,126.2,5,850000,3-5 years,20-50K,8.5
